title,year,All Intl,Total Gross,USA,"Europe, Middle East, and Africa",Latin America,Asia Pacific,China
"Not Quite Hollywood: The Wild, Untold Story of Ozploitation!",2008,159805,180957,21152,7017,no data,152788,no data
Constantine's Sword,2008,0,179507,179507,no data,no data,no data,no data
Chicago 10,2008,0,177490,177490,no data,no data,no data,no data
My Name Is Bruce,2008,0,173066,173066,no data,no data,no data,no data
Owl and the Sparrow,2008,123253,170324,47071,118354,no data,4899,no data
Amusement,2008,170255,170255,0,64676,no data,105579,no data
Girls Rock!,2008,0,159294,159294,no data,no data,no data,no data
Service,2008,90620,155156,64536,69462,no data,21158,no data
Contempt,2008,0,153619,153619,no data,no data,no data,no data
Stuck,2008,83944,151449,67505,83944,no data,no data,no data
Sky Kids,2008,0,144680,144680,no data,no data,no data,no data
Last Year at Marienbad,2008,0,144492,144492,no data,no data,no data,no data
Shelter,2008,0,142666,142666,no data,no data,no data,no data
Flow: For Love of Water,2008,0,142569,142569,no data,no data,no data,no data
Baghead,2008,0,140106,140106,no data,no data,no data,no data
Hounddog,2008,0,131961,131961,no data,no data,no data,no data
Ballerina,2008,16953,131460,114507,16953,no data,no data,no data
Proud American,2008,0,131357,131357,no data,no data,no data,no data
Love Comes Lately,2008,49879,127958,78079,49879,no data,no data,no data
The First Saturday in May,2008,0,124294,124294,no data,no data,no data,no data
Were the World Mine,2008,0,123789,123789,0,no data,no data,no data
Momma's Man,2008,22950,123385,100435,22950,no data,no data,no data
The Grand,2008,0,115879,115879,no data,no data,no data,no data
Berlin,2008,81629,114860,33231,81629,no data,no data,no data
Oh My God,2008,75548,113792,38244,no data,no data,75548,no data
Absurdistan,2008,73586,113269,39683,73586,no data,no data,no data
Trumbo,2008,0,109057,109057,no data,no data,no data,no data
Sleep Dealer,2008,27423,107559,80136,27423,no data,no data,no data
The Alphabet Killer,2008,76812,106596,29784,76812,no data,no data,no data
A Jihad for Love,2008,0,105651,105651,no data,no data,no data,no data
Another Gay Sequel: Gays Gone Wild!,2008,0,104828,104828,no data,no data,no data,no data
Roman Polanski: Wanted and Desired,2008,41266,100458,59192,37713,no data,3553,no data
Purple Noon,2008,98311,98311,0,98030,no data,281,no data
Kabluey,2008,13157,96663,83506,13157,no data,no data,no data
Louise Bourgeois,2008,578,96443,95865,578,no data,no data,no data
Greetings from the Shore,2008,0,96314,96314,no data,no data,no data,no data
The Pool,2008,0,95102,95102,no data,no data,no data,no data
Bicycle Thieves,2008,57867,94685,36818,57867,no data,no data,no data
The Unforeseen,2008,0,90287,90287,no data,no data,no data,no data
Pray the Devil Back to Hell,2008,0,90066,90066,no data,no data,no data,no data
Little Chenier,2008,0,87939,87939,no data,no data,no data,no data
Woman on the Beach,2008,63949,87635,23686,63949,no data,no data,no data
Deal,2008,23450,85076,61626,23450,no data,no data,no data
"Me & You, Us, Forever",2008,0,84093,84093,no data,no data,no data,no data
Save Me,2008,0,83397,83397,no data,no data,no data,no data
Maria Stuarda at La Scala,2008,0,83214,83214,no data,no data,no data,no data
Praying with Lior,2008,0,82553,82553,no data,no data,no data,no data
Humboldt County,2008,0,82357,82357,no data,no data,no data,no data
Patti Smith: Dream of Life,2008,50195,81113,30918,50195,no data,no data,no data
Il trittico dell'amore,2008,0,80374,80374,no data,no data,no data,no data
Ballast,2008,2154,79710,77556,no data,no data,no data,no data
Cover,2008,0,79436,79436,no data,no data,no data,no data
Ping Pong Playa,2008,0,77907,77907,no data,no data,no data,no data
Finding Amanda,2008,20113,77410,57297,20113,no data,no data,no data
America the Beautiful,2008,0,76173,76173,no data,no data,no data,no data
August Evening,2008,0,74759,74759,no data,no data,no data,no data
Shoot Down,2008,0,74421,74421,no data,no data,no data,no data
A Four Letter Word,2008,877,73445,72568,no data,no data,877,no data
Body of War,2008,0,71716,71716,no data,no data,no data,no data
Big Man Japan,2008,29885,70681,40796,29885,no data,no data,no data
The Business of Being Born,2008,0,69991,69991,no data,no data,no data,no data
Take Out,2008,0,69816,69816,no data,no data,no data,no data
Dark Matter,2008,38788,69379,30591,no data,30215,8573,no data
Happy Valley,2008,0,67665,67665,no data,no data,no data,no data
Allah Made Me Funny: Live in Concert,2008,0,66903,66903,no data,no data,no data,no data
The Wild Child,2008,0,65051,65051,no data,no data,no data,no data
Expired,2008,35207,65003,29796,35207,no data,no data,no data
Bloodline,2008,0,64698,64698,no data,no data,no data,no data
Monsieur Verdoux,2008,0,64636,64636,no data,no data,no data,no data
Beautiful Losers,2008,7678,64064,56386,7678,no data,no data,no data
A Plumm Summer,2008,0,63521,63521,no data,no data,no data,no data
The Order of Myths,2008,0,62645,62645,no data,no data,no data,no data
The Elephant King,2008,38871,61122,22251,38871,no data,no data,no data
Boogie Man: The Lee Atwater Story,2008,0,60332,60332,no data,no data,no data,no data
What We Do Is Secret,2008,0,58776,58776,no data,no data,no data,no data
Extreme Movie,2008,54822,54822,0,54822,no data,no data,no data
Ugly Me,2008,0,53250,53250,no data,no data,no data,no data
La forza del destino,2008,0,52577,52577,no data,no data,no data,no data
Dare Not Walk Alone,2008,0,52166,52166,no data,no data,no data,no data
"Surfer, Dude",2008,0,52132,52132,no data,no data,no data,no data
Gunnin' for That #1 Spot,2008,146,50950,50804,146,no data,no data,no data
"Tristan und Isolde, Azione in tre atti",2008,0,50172,50172,no data,no data,no data,no data
Afterschool,2008,46060,49971,3911,46060,no data,no data,no data
Ciao,2008,0,49494,49494,no data,no data,no data,no data
La Rondine,2008,0,49088,49088,no data,no data,no data,no data
Box Elder,2008,0,48996,48996,no data,no data,no data,no data
Breakfast with Scot,2008,0,46060,46060,no data,no data,no data,no data
Undoing,2008,0,44999,44999,no data,no data,no data,no data
What Doesn't Kill You,2008,44872,44872,0,44872,no data,no data,no data
The Babysitters,2008,0,44852,44852,no data,no data,no data,no data
All Roads Lead Home,2008,0,43907,43907,no data,no data,no data,no data
The Tracey Fragments,2008,9673,42318,32645,6147,no data,3526,no data
Thomas Kinkade's Christmas Cottage,2008,41724,41724,0,25811,no data,11919,no data
The Betrayal,2008,0,41271,41271,no data,no data,no data,no data
I Can't Think Straight,2008,1369,40945,39576,1369,no data,no data,no data
Moving Midway,2008,0,40864,40864,no data,no data,no data,no data
The Dhamma Brothers,2008,0,40492,40492,no data,no data,no data,no data
Good Dick,2008,12329,39924,27595,12329,no data,no data,no data
Loins of Punjab Presents,2008,0,39891,39891,no data,no data,no data,no data
Refusenik,2008,0,39456,39456,no data,no data,no data,no data
Familiar Strangers,2008,0,34068,34068,no data,no data,no data,no data
Glass: A Portrait of Philip in Twelve Parts,2008,12071,32089,20018,no data,no data,12071,no data
Kiss the Bride,2008,0,32033,32033,no data,no data,no data,no data
The Pleasure of Being Robbed,2008,21136,31823,10687,21136,no data,no data,no data
Hats Off,2008,0,31272,31272,no data,no data,no data,no data
The Exiles,2008,0,30945,30945,no data,no data,no data,no data
Fighting for Life,2008,0,30606,30606,no data,no data,no data,no data
Walking on Dead Fish,2008,0,30328,30328,no data,no data,no data,no data
Runaways,2008,2124,30032,27908,no data,2124,no data,no data
Don Carlo,2008,0,27834,27834,no data,no data,no data,no data
Frontrunners,2008,0,26976,26976,no data,no data,no data,no data
The Dukes,2008,0,26875,26875,no data,no data,no data,no data
Vivre Sa Vie,2008,0,24517,24517,no data,no data,no data,no data
On Broadway,2008,0,23968,23968,no data,no data,no data,no data
Diminished Capacity,2008,2060,23719,21659,2060,no data,no data,no data
The World Unseen,2008,5293,23101,17808,5293,no data,no data,no data
Lovesickness,2008,0,22000,22000,no data,no data,no data,no data
Garden Party,2008,0,21886,21886,no data,no data,no data,no data
The Matador,2008,0,21816,21816,no data,no data,no data,no data
Antarctica,2008,0,21679,21679,no data,no data,no data,no data
The Cry,2008,0,21427,21427,no data,no data,no data,no data
Shoot the Piano Player,2008,0,20615,20615,no data,no data,no data,no data
The First Basket,2008,0,20440,20440,no data,no data,no data,no data
Trying to Get Good: The Jazz Odyssey of Jack Sheldon,2008,0,19712,19712,no data,no data,no data,no data
Beauty in Trouble,2008,0,19300,19300,no data,no data,no data,no data
Saving Marriage,2008,0,18720,18720,no data,no data,no data,no data
"Live Fast, Die Young",2008,0,18335,18335,no data,no data,no data,no data
Dear Zachary: A Letter to a Son About His Father,2008,0,18334,18334,no data,no data,no data,no data
Baby Blues,2008,0,17234,17234,no data,no data,no data,no data
Noise,2008,421,16934,16513,421,no data,no data,no data
Dark Streets,2008,0,16815,16815,no data,no data,no data,no data
Holding Trevor,2008,0,16814,16814,no data,no data,no data,no data
Day Zero,2008,0,16659,16659,no data,no data,no data,no data
Red,2008,10974,15617,4643,10974,no data,no data,no data
Eden,2008,0,15611,15611,no data,no data,no data,no data
Six in Paris,2008,0,15532,15532,no data,no data,no data,no data
The Beautiful Truth,2008,0,15387,15387,no data,no data,no data,no data
No Regret,2008,0,15347,15347,no data,no data,no data,no data
Cthulhu,2008,0,15213,15213,no data,no data,no data,no data
All Hat,2008,0,15198,15198,no data,no data,no data,no data
YPF,2008,5100,14459,9359,5100,no data,no data,no data
It Always Rains on Sunday,2008,0,14276,14276,no data,no data,no data,no data
Military Intelligence and You!,2008,0,14251,14251,no data,no data,no data,no data
Ripple Effect,2008,0,14059,14059,no data,no data,no data,no data
Full Grown Men,2008,0,13716,13716,no data,no data,no data,no data
Written on the Wind,2008,13495,13495,0,13495,no data,no data,no data
Kicking It,2008,0,13266,13266,no data,no data,no data,no data
Harold,2008,0,13229,13229,no data,no data,no data,no data
I Can No Longer Hear the Guitar,2008,0,12876,12876,no data,no data,no data,no data
Lake City,2008,0,12767,12767,no data,no data,no data,no data
August,2008,0,12636,12636,no data,no data,no data,no data
Jake's Corner,2008,0,12522,12522,no data,no data,no data,no data
Backseat,2008,0,12343,12343,no data,no data,no data,no data
Full Battle Rattle,2008,0,12306,12306,no data,no data,no data,no data
Last Stop for Paul,2008,0,11951,11951,no data,no data,no data,no data
The Go-Getter,2008,0,11931,11931,no data,no data,no data,no data
Quid Pro Quo,2008,0,11864,11864,no data,no data,no data,no data
Operation Filmmaker,2008,0,11573,11573,no data,no data,no data,no data
Sputnik Fever,2008,0,11441,11441,no data,no data,no data,no data
Gardens of the Night,2008,0,11436,11436,no data,no data,no data,no data
"Otto; or, Up with Dead People",2008,0,11295,11295,no data,no data,no data,no data
Whaledreamers,2008,0,10584,10584,no data,no data,no data,no data
As It Is in Heaven,2008,0,10236,10236,no data,no data,no data,no data
Broken Arrow,2008,10145,10145,0,10145,no data,no data,no data
Tru Loved,2008,0,9467,9467,no data,no data,no data,no data
As Tears Go By,2008,0,9436,9436,no data,no data,no data,no data
Without the King,2008,0,8663,8663,no data,no data,no data,no data
Amexicano,2008,0,8655,8655,no data,no data,no data,no data
A Good Day to Be Black & Sexy,2008,0,8629,8629,no data,no data,no data,no data
Stealing America: Vote by Vote,2008,0,8350,8350,no data,no data,no data,no data
A Walk to Beautiful,2008,0,7718,7718,no data,no data,no data,no data
The Amazing Truth About Queen Raquela,2008,1731,7328,5597,1731,no data,no data,no data
Special,2008,0,7202,7202,no data,no data,no data,no data
Take,2008,0,6627,6627,no data,no data,no data,no data
Zardoz,2008,6320,6320,0,6320,no data,no data,no data
Heavy Metal in Baghdad,2008,2127,6197,4070,2127,no data,no data,no data
On the Rumba River,2008,4323,6021,1698,4323,no data,no data,no data
Choose Connor,2008,0,5788,5788,no data,no data,no data,no data
Fraulein,2008,0,5715,5715,no data,no data,no data,no data
Nights and Weekends,2008,0,5430,5430,no data,no data,no data,no data
Dog Days of Summer,2008,0,5383,5383,no data,no data,no data,no data
A Lawyer Walks Into a Bar...,2008,0,5202,5202,no data,no data,no data,no data
Turn the River,2008,0,5149,5149,no data,no data,no data,no data
God and Gays: Bridging the Gap,2008,0,5095,5095,no data,no data,no data,no data
Tre,2008,0,4759,4759,no data,no data,no data,no data
House of the Sleeping Beauties,2008,0,4509,4509,no data,no data,no data,no data
Twisted: A Balloonamentary,2008,0,4218,4218,no data,no data,no data,no data
Solar Flare,2008,0,4098,4098,no data,no data,no data,no data
Where God Left His Shoes,2008,0,3911,3911,no data,no data,no data,no data
A Bloody Aria,2008,3014,3532,518,3014,no data,no data,no data
American Zombie,2008,0,3126,3126,no data,no data,no data,no data
Who Does She Think She Is?,2008,0,3081,3081,no data,no data,no data,no data
Spiral,2008,0,3072,3072,no data,no data,no data,no data
Run for Your Life,2008,0,2992,2992,no data,no data,no data,no data
Wetlands Preserved: The Story of an Activist Nightclub,2008,0,2970,2970,no data,no data,no data,no data
"On the Other Hand, Death",2008,0,2892,2892,no data,no data,no data,no data
Lower Learning,2008,0,2804,2804,no data,no data,no data,no data
Polar Opposites,2008,0,2377,2377,no data,no data,no data,no data
13 Months of Sunshine,2008,0,2337,2337,no data,no data,no data,no data
Running with Arnold,2008,0,2119,2119,no data,no data,no data,no data
Murder.com,2008,0,2070,2070,no data,no data,no data,no data
House of Usher,2008,0,1677,1677,no data,no data,no data,no data
Ice Blues,2008,0,1377,1377,no data,no data,no data,no data
Fall of Hyperion,2008,0,1093,1093,no data,no data,no data,no data
Kiss Me Deadly,2008,0,1085,1085,no data,no data,no data,no data
How to Rob a Bank (and 10 Tips to Actually Get Away with It),2008,0,1006,1006,no data,no data,no data,no data
Beat the Drum,2008,895,895,0,no data,no data,895,no data
Disfigured,2008,0,829,829,no data,no data,no data,no data
The Rise and Fall of Miss Thang,2008,0,581,581,no data,no data,no data,no data
Canary,2008,0,504,504,no data,no data,no data,no data
Rome & Jewel,2008,0,470,470,no data,no data,no data,no data
Avatar,2009,1994570654,2744336793,749766139,995527062,167293610,629130332,202619650
Harry Potter and the Half-Blood Prince,2009,632000000,933959197,301959197,357632074,62016869,188946440,no data
Ice Age: Dawn of the Dinosaurs,2009,690113112,886686817,196573705,433851343,131107427,96811262,no data
Transformers: Revenge of the Fallen,2009,434191823,836303693,402111870,146679215,45468466,171450896,65837290
2012,2009,603567306,769679473,166112167,241925139,71051124,182905686,68670540
Up,2009,442094918,735099082,293004164,249093205,47507471,115304521,no data
